,img_no,site_url,page_url,src,alt,model_alts,approved_alt
4372,7087,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4373,7088,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4374,7089,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4375,7090,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/uploads/2023/04/ArtStories_Themes_Environment-small-feature-1140x760-2.jpg,"A lush scene painted predominately in green and gold of a Persian garden with a central group of figures in an ornate, covered architectural structure; flowering and fruiting plants; and birds.",,
4376,7091,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/uploads/2023/04/ArtStories_Colors_Blue-small-feature-1140x760-2.jpg,A close-up view of a geometric vegetal pattern on a ceramic vessel in varying hues of blue and white.,,
4377,7092,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://asia.si.edu/wp-content/uploads/2023/04/ArtStories_Materials_Gold-small-feature-1140x760-2.jpg,"A gold-and-black screen with wispily painted reeds, staggered blocks of Japanese calligraphy, and a brushed, speckled gold texture.",,
4378,7093,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4379,7094,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4380,7095,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4381,7096,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4382,7097,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4383,7098,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://img.youtube.com/vi/gVq-7B4Cnfw/maxresdefault.jpg,Video Poster,,
4384,7099,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-gallery-tours-video-1-653x367.jpg,film still - three ceramics,,
4385,7100,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-look-and-listen-tile-653x367.jpg,"film still - detail from a japanese woodcut, ladies playing an instrument",,
4386,7101,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-lilly-653x435.jpg,film still - a hand making a sweeping stroke of ink with a huge brush,,
4387,7102,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-objects-we-love-tile-653x367.jpg,"detail from an illuminated manuscript, two seated figures",,
4388,7103,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-Emma-Stein-talk-image-640x360-1.jpg,film still - ruins rising out of greenery,,
4389,7104,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-meditation-thumb.jpg,detail from a print - a bird on a reed,,
4390,7105,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-conservation-youtube-thumb-653x367.jpg,film still - woman unrolling a scroll,,
4391,7106,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-curator-talks-youtube-thumb-653x367.jpg,film still- curator studying an object,,
4392,7107,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-film-youtube-thumb-653x367.jpg,film still - a man in a kung fu stance,,
4393,7108,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-hands-on-youtube-thumb-653x367.jpg,film still - hands cutting out a drawing,,
4394,7109,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-performances-thumb.jpg,hands playing a stringed instrument,,
4395,7110,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,https://asia.si.edu/wp-content/uploads/2023/04/video-cards-scholarly-talks-youtube-thumb.jpg,four people seated in discussion,,
4396,7111,https://asia.si.edu,https://asia.si.edu/explore-art-culture/video/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4397,7112,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4398,7113,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4399,7114,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4400,7115,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4401,7116,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/uploads/2023/01/artstories-environment-inset-sidedoor-s09e03-web_small-653x289.png,horses and riders in a row moving through a lake,,
4402,7117,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/uploads/2023/04/s08e05-web_small-653x289.png,Stylized image of two men facing each other angrily against a colorful background.,,
4403,7118,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/uploads/2023/04/ep5-950.png,"A dinosaur baring its teeth against a background of room, faded out and tinted in green and purple.",,
4404,7119,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/uploads/2023/04/audio-inline-momotaro-FS-8382_24.jpg," in this detail from a screen depicting children playing, a child riding a dog masquerades as Momotaro (Peach Boy) who traveled to Demon Island with a dog, pheasant, and monkey in search of treasures for his beloved foster parents",,
4405,7120,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,https://asia.si.edu/wp-content/uploads/2023/04/F1932.65_245b246a-LOW-REZ-1024x775.jpg,"a spread of pages from a qur'an, showing text with diamond and sunburst ornamentation along the sides.",,
4406,7121,https://asia.si.edu,https://asia.si.edu/explore-art-culture/audio/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4407,7122,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4408,7123,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4409,7124,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4410,7125,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4411,7126,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/peacockroom-hero-peacock-room-banner-scaled-1-590x319.jpg,"A view of the Peacock Room with the shudders open, focused on the teal and gold mural of fighting peacocks.",,
4412,7127,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/defaults/KS_LargeFeature_BG_2160x1208.jpg,,,
4413,7128,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/exh-anyang-oracle-bone-3d-tile-580x435.jpg,3d rendering of an oracle bone (inscribed turtle plastron),,
4414,7129,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/tibetan-buddhist-shrine-banner-600x480-2-544x435.jpg,"A dense arrangement of golden figural statues, vessels, altars, and textile wall hangings displayed in a warmly lit, red-colored room.",,
4415,7130,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/centennial-card-interactive-curatorial-conversations-banner-scaled-1-653x280.jpg,"three seated figures, one holding a board with writing, two copying it",,
4416,7131,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/interactives-mom-voiceszen-653x367.jpg,"a traditional japanese style alcove with bamboo and paper screens, a lamp, and the focal point, a hanging scroll.",,
4417,7132,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/banner-buddha_all_layers_lfp_504x336.jpg,"Five versions of a sculpture of a headless figure in an ornate robe, arranged side by side, that have undergone different imaging treatments.",,
4418,7133,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,https://asia.si.edu/wp-content/uploads/2023/04/explore-interactivecard-hidden-dragons-ar-tile-jun-580x435.jpg,A stylized dragon floats in augmented reality with a virtual portal visible behind it as well as the plant and door of the physical room,,
4419,7134,https://asia.si.edu,https://asia.si.edu/explore-art-culture/interactives/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4420,7135,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4421,7136,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4422,7137,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4423,7138,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4424,7139,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2023/04/aok-hero-theartofknowing-hero-fs-s2000.88.1-2_001_crop1-577x312.jpg,Several multi-armed goddesses sitting cross-legged in a mountainous painted landscape.,,
4425,7140,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2022/11/blog-party1908-home-653x280.jpg,two conservators examine a panel beneath a window in the peacock room,,
4426,7141,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2022/09/blog-091222-conservation-hero-653x280.jpg,a conservator works on the peacock room wall with a tiny paintbrush,,
4427,7142,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2023/04/aok-hero-theartofknowing-hero-fs-s2000.88.1-2_001_crop1-653x353.jpg,Several multi-armed goddesses sitting cross-legged in a mountainous painted landscape.,,
4428,7143,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2023/04/blog-071322-herojenifer-bosworth-cleaning-pr-653x334.jpg,a conservator dusts the peacock room shelves,,
4429,7144,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2023/04/blog-hero-S1997.28-e1652984884173-653x323.jpg,A blue haired buddha sculpture.,,
4430,7145,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2022/11/blog-party1908-home-653x280.jpg,two conservators examine a panel beneath a window in the peacock room,,
4431,7146,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2022/09/blog-091222-conservation-hero-653x280.jpg,a conservator works on the peacock room wall with a tiny paintbrush,,
4432,7147,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/uploads/2023/04/blog-080122-conserving-pr-2-banner-653x280.jpg,two conservators look closely at a panel in the Peacock Room,,
4433,7148,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/defaults/KS_CalltoAction_BG_2160x720.jpg,,,
4434,7149,https://asia.si.edu,https://asia.si.edu/whats-on/blog/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4435,7150,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4436,7151,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4437,7152,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4438,7153,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4439,7154,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/exh-artofindustry-hero-2-fs-6252_12-653x334.jpg,lidded bronze wine vessel in the shape of a stylized dove,,
4440,7155,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/peacockroomamerica-hero-peacock-room-banner-scaled-1-653x353.jpg,Three rows of ceramics in various shapes displayed on gilded shelves against a painted green wall with feathery gold detailing in the upper left corner.,,
4441,7156,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/exh-journeycolor-hero-MAC202211-Journey-of-Color-web-banner-FA-653x333.jpg,three colorful details from three different objects,,
4442,7157,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/connectingstories-hero-connecting-stories_banner-r2-653x280.jpeg,"Staggered shapes—triangles, circles, and squares—in muted green, purple, and orange tones against a white background. Each shape is a window into a detail from a work of art or an archival photograph of people or places.",,
4443,7158,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/theartofknowing-hero-fs-s2000.88.1-2_001_crop1-653x280.jpeg,Five multi-armed goddesses sitting cross-legged in a mountainous painted landscape.,,
4444,7159,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/jades-hero-F19-F1916.155-banner-653x353.jpg,"Stylized, swirling depictions of a feline and a dragon, carved in light green jade.",,
4445,7160,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/cw-hero-F1930.45-banner-653x353.jpg,"Partial view of a gold surface decorated with designs of birds and floral scrolls, with a medallion in the center.",,
4446,7161,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/paradise-hero-F1913.137-banner-3-653x353.jpg,,,
4447,7162,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/rediscoveringkoreaspast-hero-f14-f1915.50-banner-653x280.jpg,"Closeup of a green-glazed ceramic ewer with deep red copper pigment outlining the petals of the lotus bud at the top. At the neck of the vessel, the figure of a kneeling child is visible.",,
4448,7163,https://asia.si.edu,https://asia.si.edu/whats-on/exhibitions/,https://asia.si.edu/wp-content/uploads/2023/04/shrineroom-hero-tibetan-buddhist-shrine-banner-653x353.jpg,"A dense arrangement of golden figural statues, vessels, altars, and textile wall hangings, displayed in a warmly lit, red-colored room.",,
